org_id|name|remap_id
C0012561|Diphyllobothriasis|151
C0012734|Disruptive Behavior Disorder|152
C0012739|Disseminated Intravascular Coagulation|153
C0013238|Dry Eye Syndromes|154
C0013264|Muscular Dystrophy, Duchenne|155
C0013274|Patent ductus arteriosus|156
C0013295|Duodenal Ulcer|157
C0013338|Pituitary dwarfism|158
C0013369|Dysentery|159
C0013371|Shigella Infections|160
C0013390|Dysmenorrhea|161
C0013395|Dyspepsia|162
C0013404|Dyspnea|163
C0013428|Dysuria|164
C0013595|Eczema|165
C0013604|Edema|166
C0013882|Elephantiasis|167
C0013922|Embolism|168
C0014013|Empyema, Pleural|169
C0014121|Bacterial Endocarditis|170
C0014175|Endometriosis|171
C0014179|Endometritis|172
C0014347|Enterobacteriaceae Infections|173
C0014356|Enterocolitis|174
C0014358|Enterocolitis, Pseudomembranous|175
C0014488|Epicondylitis|176
C0014544|Epilepsy|177
C0014547|Epilepsies, Partial|178
C0014549|Tonic-Clonic Epilepsy|179
C0014550|Epilepsies, Myoclonic|180
C0014553|Absence Epilepsy|181
C0014733|Erysipelas|182
C0014742|Erythema Multiforme|183
C0014752|Erythrasma|184
C0014836|Escherichia coli Infections|185
C0014869|Peptic Esophagitis|186
C0014877|Esotropia|187
C0015230|Exanthema|188
C0015371|Extrapyramidal Disorders|189
C0015397|Disorder of eye|190
C0015503|Factor VII Deficiency|191
C0015967|Fever|192
C0016034|Breast Fibrocystic Disease|193
C0016053|Fibromyalgia|194
C0016412|Folic Acid Deficiency|195
C0016436|Folliculitis|196
C0016867|Furunculosis|197
C0017168|Gastroesophageal reflux disease|198
C0017205|Gaucher Disease|199
C0017418|Primary genital syphilis|200
C0017531|Angiolymphoid hyperplasia|201
C0017536|Giardiasis|202
C0017563|Gingival Diseases|203
C0017574|Gingivitis|204
C0017575|Necrotizing Ulcerative Gingivitis|205
C0017601|Glaucoma|206
C0017605|Angle Closure Glaucoma|207
C0017612|Glaucoma, Open-Angle|208
C0018021|Goiter|209
C0018022|Endemic goiter|210
C0018081|Gonorrhea|211
C0018099|Gout|212
C0018190|Granuloma Inguinale|213
C0018213|Graves Disease|214
C0018621|Hay fever|215
C0018790|Cardiac Arrest|216
C0018802|Congestive heart failure|217
C0018834|Heartburn|218
C0018916|Hemangioma|219
C0019069|Hemophilia A|220
C0019080|Hemorrhage|221
C0019112|Hemorrhoids|222
C0019147|Hepatic Coma|223
C0019151|Hepatic Encephalopathy|224
C0019156|Hepatic Veno-Occlusive Disease|225
C0019202|Hepatolenticular Degeneration|226
C0019243|Angioedemas, Hereditary|227
C0019342|Genital Herpes|228
C0019345|Herpes Labialis|229
C0019348|Herpes Simplex Infections|230
C0019357|Keratitis, Herpetic|231
C0019360|Herpes zoster disease|232
C0019655|Histoplasmosis|233
C0019693|HIV Infections|234
C0019829|Hodgkin Disease|235
C0019880|Homocystinuria|236
C0020428|Hyperaldosteronism|237
C0020437|Hypercalcemia|238
C0020443|Hypercholesterolemia|239
C0020459|Hyperinsulinism|240
C0020461|Hyperkalemia|241
C0020473|Hyperlipidemia|242
C0020474|Hyperlipidemia, Familial Combined|243
C0020479|Hyperlipoproteinemia Type III|244
C0020502|Hyperparathyroidism|245
C0020514|Hyperprolactinemia|246
C0020538|Hypertensive disease|247
C0020542|Pulmonary Hypertension|248
C0020550|Hyperthyroidism|249
C0020557|Hypertriglyceridemia|250
C0020594|Hypoactive Sexual Desire Disorder|251
C0020598|Hypocalcemia|252
C0020615|Hypoglycemia|253
C0020621|Hypokalemia|254
C0020625|Hyponatremia|255
C0020626|Hypoparathyroidism|256
C0020630|Hypophosphatasia|257
C0020635|Hypopituitarism|258
C0020649|Hypotension|259
C0020651|Hypotension, Orthostatic|260
C0020676|Hypothyroidism|261
C0020683|Hypovolemic Shock|262
C0021092|Impacted cerumen|263
C0021099|Impetigo|264
C0021141|Inappropriate ADH Syndrome|265
C0021355|Infective otitis externa|266
C0021361|Female infertility|267
C0021390|Inflammatory Bowel Diseases|268
C0021400|Influenza|269
C0021603|Sleep Initiation and Maintenance Disorders|270
C0021670|insulinoma|271
C0021775|Intermittent Claudication|272
C0022073|Iridocyclitis|273
C0022081|Iritis|274
C0022104|Irritable Bowel Syndrome|275
C0022281|Itching of eye|276
C0022354|Jaundice, Obstructive|277
C0022548|Keloid|278
C0022568|Keratitis|279
C0022570|Keratitis, Dendritic|280
C0022573|Keratoconjunctivitis|281
C0022575|Keratoconjunctivitis Sicca|282
C0022577|Keratoconjunctivitis, Vernal|283
C0022602|Actinic keratosis|284
C0022729|Klebsiella Infections|285
C0022735|Klinefelter Syndrome|286
C0022876|Premature Obstetric Labor|287
C0022951|Lactose Intolerance|288
C0022972|Lambert-Eaton Myasthenic Syndrome|289
C0023052|Laryngeal Edema|290
C0023241|Legionnaires' Disease|291
C0023269|leiomyosarcoma|292
C0023281|Leishmaniasis|293
C0023283|Leishmaniasis, Cutaneous|294
C0023290|Leishmaniasis, Visceral|295
C0023343|Leprosy|296
C0023381|Letterer-Siwe Disease|297
C0023434|Chronic Lymphocytic Leukemia|298
C0023440|Acute Erythroblastic Leukemia|299
C0023443|Hairy Cell Leukemia|300
C0023449|Acute lymphocytic leukemia|301
C0023465|Acute monocytic leukemia|302
C0023467|Leukemia, Myelocytic, Acute|303
C0023472|Leukemia, Myeloid, Accelerated Phase|304
C0023473|Myeloid Leukemia, Chronic|305
C0023474|Leukemia, Myeloid, Chronic-Phase|306
C0023479|Acute myelomonocytic leukemia|307
C0023487|Acute Promyelocytic Leukemia|308
C0023646|Lichen Planus|309
C0023786|Mucopolysaccharidosis I|310
C0023827|liposarcoma|311
C0023860|Listeriosis|312
C0023885|Liver Abscess|313
C0023886|Liver Abscess, Amebic|314
C0023968|Loiasis|315
C0024110|Lung Abscess|316
C0024115|Lung diseases|317
C0024117|Chronic Obstructive Airway Disease|318
C0024138|Lupus Erythematosus, Discoid|319
C0024141|Lupus Erythematosus, Systemic|320
C0024198|Lyme Disease|321
C0024286|Lymphogranuloma Venereum|322
C0024299|Lymphoma|323
C0024301|Lymphoma, Follicular|324
C0024305|Lymphoma, Non-Hodgkin|325
C0024419|Waldenstrom Macroglobulinemia|326
C0024449|Mycetoma|327
C0024530|Malaria|328
C0024535|Malaria, Falciparum|329
C0024536|Quartan malaria|330
C0024537|Malaria, Vivax|331
C0024586|Malignant Carcinoid Syndrome|332
C0024588|Malignant essential hypertension|333
C0024591|Malignant hyperpyrexia due to anesthesia|334
C0024623|Malignant neoplasm of stomach|335
C0024790|Paroxysmal nocturnal hemoglobinuria|336
C0025202|melanoma|337
C0025218|Chloasma|338
C0025281|Meniere Disease|339
C0025289|Meningitis|340
C0025293|Meningitis, Listeria|341
C0025294|Meningococcal meningitis|342
C0025295|Meningitis, Pneumococcal|343
C0025306|Meningococcemia|344
C0025323|Menorrhagia|345
C0025874|Metrorrhagia|346
C0026603|Motion Sickness|347
C0026705|Mucopolysaccharidosis II|348
C0026709|Mucopolysaccharidosis VI|349
C0026718|Mucormycosis|350
C0026764|Multiple Myeloma|351
C0026769|Multiple Sclerosis|352
C0026838|Muscle Spasticity|353
C0026857|Musculoskeletal Diseases|354
C0026896|Myasthenia Gravis|355
C0026948|Mycosis Fungoides|356
C0026961|Mydriasis|357
C0026987|Myelofibrosis|358
C0027022|Myeloproliferative disease|359
C0027051|Myocardial Infarction|360
C0027145|Myxedema|361
C0027404|Narcolepsy|362
C0027424|Nasal congestion (finding)|363
C0027430|Nasal Polyps|364
C0027497|Nausea|365
C0027498|Nausea and vomiting|366
C0027662|Multiple Endocrine Neoplasia|367
C0027708|Nephroblastoma|368
C0027726|Nephrotic Syndrome|369
C0027773|Nesidioblastosis|370
C0027796|Neuralgia|371
C0027819|Neuroblastoma|372
C0027927|Neurosyphilis|373
C0028043|Nicotine Dependence|374
C0028242|Nocardia Infections|375
C0028326|Noonan Syndrome|376
C0028734|Nocturia|377
C0028754|Obesity|378
C0028768|Obsessive-Compulsive Disorder|379
C0028840|Ocular Hypertension|380
C0029001|Onchocerciasis|381
C0029076|Ophthalmia Neonatorum|382
C0029077|Ophthalmia, Sympathetic|383
C0029104|Opioid withdrawal|384
C0029106|Opisthorchiasis|385
C0029291|Psittacosis|386
C0029396|Heterotopic Ossification|387
C0029401|Osteitis Deformans|388
C0029408|Degenerative polyarthritis|389
C0029442|Osteomalacia|390
C0029443|Osteomyelitis|391
C0029456|Osteoporosis|392
C0029458|Osteoporosis, Postmenopausal|393
C0029878|Otitis Externa|394
C0030193|Pain|395
C0030201|Pain, Postoperative|396
C0030319|Panic Disorder|397
C0030409|Paracoccidioidomycosis|398
C0030446|Paralytic Ileus|399
C0030528|Paratyphoid Fever|400
C0030567|Parkinson Disease|401
C0030568|Parkinson Disease, Postencephalitic|402
C0030578|Paronychia Inflammation|403
C0030590|Paroxysmal supraventricular tachycardia|404
C0030636|Pasteurella Infections|405
C0030757|Pediculus capitis infestation|406
C0030758|Body louse infestation|407
C0030759|Infestation by Phthirus pubis|408
C0030783|Pellagra|409
C0030785|Pelvic abscess|410
C0030807|Pemphigus|411
C0030848|Peyronie Disease|412
C0030920|Peptic Ulcer|413
C0031069|Familial Mediterranean Fever|414
C0031099|Periodontitis|415
C0031154|Peritonitis|416
C0031190|Persistent Fetal Circulation Syndrome|417
C0031350|Pharyngitis|418
C0031511|Pheochromocytoma|419
C0031572|Phobia, Social|420
C0031946|Pinta|421
C0032064|Plague|422
C0032269|Pneumococcal Infections|423
C0032285|Pneumonia|424
C0032290|Aspiration Pneumonia|425
C0032302|Mycoplasma pneumonia|426
C0032308|Staphylococcal Pneumonia|427
C0032463|Polycythemia Vera|428
C0032533|Polymyalgia Rheumatica|429
C0032768|Postherpetic neuralgia|430
C0032797|Postpartum Hemorrhage|431
C0032897|Prader-Willi Syndrome|432
C0033038|Premature Ejaculation|433
C0033246|Proctitis|434
C0033578|Prostatic Neoplasms|435
C0033581|prostatitis|436
C0033774|Pruritus|437
C0033775|Pruritus Ani|438
C0033777|Pruritus of genital organs|439
C0033845|Pseudotumor Cerebri|440
C0033860|Psoriasis|441
C0033893|Tension Headache|442
C0033975|Psychotic Disorders|443
C0034012|Delayed Puberty|444
C0034013|Precocious Puberty|445
C0034063|Pulmonary Edema|446
C0034065|Pulmonary Embolism|447
C0034067|Pulmonary Emphysema|448
C0034069|Pulmonary Fibrosis|449
C0034186|Pyelonephritis|450
C0034362|Q Fever|451
C0034686|Rat-Bite Fever|452
C0034734|Raynaud Disease|453
C0034886|Rectal pain|454
C0035021|Relapsing Fever|455
C0035086|Renal Osteodystrophy|456
C0035220|Respiratory Distress Syndrome, Newborn|457
C0035235|Respiratory Syncytial Virus Infections|458
C0035243|Respiratory Tract Infections|459
C0035258|Restless Legs Syndrome|460
C0035335|Retinoblastoma|461
C0035412|Rhabdomyosarcoma|462
C0035435|Rheumatism|463
C0035439|Rheumatic Heart Disease|464
C0035455|Rhinitis|465
C0035457|Rhinitis, Allergic, Perennial|466
C0035460|Rhinitis, Vasomotor|467
C0035468|Rhinoscleroma|468
C0035579|Rickets|469
C0035585|Rickettsia Infections|470
C0035597|Rickettsialpox|471
C0035793|Rocky Mountain Spotted Fever|472
C0035854|Rosacea|473
C0036117|Salmonella infections|474
C0036130|Salpingitis|475
C0036202|Sarcoidosis|476
C0036220|Kaposi Sarcoma|477
C0036262|Scabies <infestation>|478
C0036271|Scalp Dermatoses|479
C0036285|Scarlet Fever|480
C0036323|Schistosomiasis|481
C0036337|Schizoaffective Disorder|482
C0036341|Schizophrenia|483
C0036472|Scrub Typhus|484
C0036508|Seborrheic dermatitis|485
C0036651|Senile lentigo|486
C0036830|Serum Sickness|487
C0036980|Shock, Cardiogenic|488
C0036992|Short Bowel Syndrome|489
C0037036|Sialorrhea|490
C0037195|Sinus headache|491
C0037199|Sinusitis|492
C0037274|Dermatologic disorders|493
C0037299|Skin Ulcer|494
C0037383|Sneezing|495
C0037769|West Syndrome|496
C0038013|Ankylosing spondylitis|497
C0038048|Sprains and Strains|498
C0038157|Staphylococcal enterocolitis|499
C0038160|Staphylococcal Infections|500
C0038166|Staphylococcal Skin Infections|501
C0038218|Status Asthmaticus|502
C0038220|Status Epilepticus|503
C0038325|Stevens-Johnson Syndrome|504
C0038358|Gastric ulcer|505
C0038363|Aphthous Stomatitis|506
C0038395|Streptococcal Infections|507
C0038436|Post-Traumatic Stress Disorder|508
C0038437|Female stress incontinence|509
C0038454|Cerebrovascular accident|510
C0038463|Strongyloidiasis|511
C0038525|Subarachnoid Hemorrhage|512
C0039103|Synovitis|513
C0039128|Syphilis|514
C0039131|Syphilis, Congenital|515
C0039133|Syphilis, Latent|516
C0039240|Supraventricular tachycardia|517
C0039254|Teniasis|518
C0039483|Giant Cell Arteritis|519
C0039503|Tendinitis|520
C0039520|Tenosynovitis|521
C0039614|Tetanus|522
C0039621|Tetany|523
C0039685|Tetralogy of Fallot|524
C0039841|Thiamine Deficiency|525
C0040015|Thrombasthenia|526
C0040028|Thrombocythemia, Essential|527
C0040034|Thrombocytopenia|528
C0040038|Thromboembolism|529
C0040053|Thrombosis|530
C0040127|Thyroid Crisis|531
C0040147|Thyroiditis|532
C0040247|Tinea|533
C0040250|Tinea Capitis|534
C0040252|Tinea corporis (disorder)|535
C0040259|Tinea Pedis|536
C0040261|Onychomycosis|537
C0040262|Tinea Versicolor|538
C0040425|Tonsillitis|539
C0040460|Toothache|540
C0040517|Gilles de la Tourette syndrome|541
C0040553|Toxocariasis|542
C0040558|Toxoplasmosis|543
C0040560|Toxoplasmosis, Congenital|544
C0040592|Trachoma|545
C0040896|Trichinellosis|546
C0040921|Trichomonas Infections|547
C0040954|Infection by Trichuris trichiura|548
C0040997|Trigeminal Neuralgia|549
C0041228|African Trypanosomiasis|550
C0041318|Tuberculosis, Meningeal|551
C0041321|Tuberculosis, Miliary|552
C0041327|Tuberculosis, Pulmonary|553
C0041341|Tuberous Sclerosis|554
C0041343|Tubo-ovarian abscess|555
C0041351|Tularemia|556
C0041408|Turner Syndrome|557
C0041466|Typhoid Fever|558
C0041471|TYPHUS|559
C0041472|Endemic Flea-Borne Typhus|560
C0041473|Typhus, Epidemic Louse-Borne|561
C0041648|Infection by Uncinaria|562
C0041909|Upper gastrointestinal hemorrhage|563
C0041912|Upper Respiratory Infections|564
C0041976|Urethritis|565
C0042023|Increased frequency of micturition|566
C0042024|Urinary Incontinence|567
C0042029|Urinary tract infection|568
C0042109|Urticaria|569
C0042133|Uterine Fibroids|570
C0042135|Uterine Inertia|571
C0042164|Uveitis|572
C0042165|Anterior uveitis|573
C0042345|Varicosity|574
C0042373|Vascular Diseases|575
C0042376|Vascular Headaches|576
C0042510|Ventricular Fibrillation|577
C0042548|Plantar wart|578
C0042571|Vertigo|579
C0042842|Vitamin A Deficiency|580
C0042847|Vitamin B 12 Deficiency|581
C0042870|Vitamin D Deficiency|582
C0042875|Vitamin E Deficiency|583
C0042900|Vitiligo|584
C0042963|Vomiting|585
C0042974|von Willebrand Disease|586
C0042998|Vulvovaginitis|587
C0043037|Common wart|588
C0043144|Wheezing|589
C0043167|Pertussis|590
C0043208|Wolman Disease|591
C0043250|Injury wounds|592
C0043352|Xerostomia|593
C0043388|Yaws|594
C0043515|Zollinger-Ellison syndrome|595
C0079744|Diffuse Large B-Cell Lymphoma|596
C0079773|Lymphoma, T-Cell, Cutaneous|597
C0079774|Peripheral T-Cell Lymphoma|598
C0080032|Pleural Effusion, Malignant|599
C0080274|Urinary Retention|600
C0085074|Granuloma Annulare|601
C0085096|Peripheral Vascular Diseases|602
C0085159|Seasonal Affective Disorder|603
C0085166|Bacterial Vaginosis|604
C0085394|Serratia Infections|605
C0085413|Polycystic Kidney, Autosomal Dominant|606
C0085436|Meningitis, Cryptococcal|607
C0085437|Meningitis, Bacterial|608
C0085438|Meningitis, Fungal|609
C0085606|Urgency of micturition|610
C0085610|Sinus bradycardia|611
C0085612|Ventricular arrhythmia|612
C0085631|Agitation|613
C0085649|Peripheral edema|614
C0085652|Pyoderma Gangrenosum|615
C0085656|Nummular eczema|616
C0085681|Hyperphosphatemia (disorder)|617
C0085682|Hypophosphatemia|618
C0085786|Hamman-Rich syndrome|619
C0086227|Enterobiasis|620
C0086651|Mucopolysaccharidosis, MPS-IV-A|621
C0149526|Allergic urticaria|622
C0149704|Gingivostomatitis|623
C0149725|Lower respiratory tract infection|624
C0149782|Squamous cell carcinoma of lung|625
C0149871|Deep Vein Thrombosis|626
C0149893|Secondary glaucoma|627
C0149911|Humoral hypercalcemia of malignancy (disorder)|628
C0149922|Lichen Simplex Chronicus|629
C0149925|Small cell carcinoma of lung|630
C0149931|Migraine Disorders|631
C0149948|Acute otitis externa|632
C0149966|Gonorrhea of pharynx|633
C0149985|Syphilis, secondary|634
C0150045|Urge Incontinence|635
C0150055|Chronic pain|636
C0151467|Addisonian crisis|637
C0151482|Megaloblastic anemia due to folate deficiency|638
C0151636|Premature ventricular contractions|639
C0151686|Growth retardation|640
C0151714|Hypermagnesemia|641
C0151721|Testicular hypogonadism|642
C0151723|Hypomagnesemia|643
C0151874|Fungal infection of lung|644
C0151907|Discoloration of skin|645
C0151908|Dry skin|646
C0151940|Hypocalcemic tetany|647
C0152020|Gastroparesis|648
C0152030|Skin irritation|649
C0152068|Echinococcus granulosus infection|650
C0152072|Ovale malaria|651
C0152253|Posterior synechiae|652
C0152486|Salmonella sepsis|653
C0152499|Acute amebiasis|654
C0152516|Bacterial enteritis|655
C0152936|Plague, Septicemic|656
C0152945|Gastrointestinal anthrax|657
C0152946|Anthrax sepsis|658
C0152964|Streptococcal sepsis|659
C0152965|Staphylococcal bacteraemia|660
C0152967|Septicemia due to anaerobes|661
C0152973|Serratia sepsis|662
C0153027|Herpes zoster keratoconjunctivitis|663
C0153188|Syphilis, tertiary|664
C0153193|Acute gonococcal epididymo-orchitis|665
C0153195|Acute gonococcal cervicitis|666
C0153196|Acute gonococcal endometritis|667
C0153216|Gonococcal joint infection|668
C0153225|Gonococcal meningitis|669
C0153227|Gonococcal endocarditis|670
C0153240|Latent yaws|671
C0153246|Tinea manus|672
C0153252|Systemic candidiasis|673
C0153254|Candidal endocarditis|674
C0153256|Candidal meningitis|675
C0153289|Echinococcus granulosus infection of liver|676
C0153290|Echinococcus granulosus infection of lung|677
C0153467|Malignant tumor of peritoneum|678
C0153579|Malignant neoplasm of fallopian tube|679
C0153594|Malignant neoplasm of testis|680
C0153601|Malignant neoplasm of penis|681
C0153633|Malignant neoplasm of brain|682
C0153685|Secondary malignant neoplasm of kidney|683
C0154246|Urea Cycle Disorders, Inborn|684
C0154301|Acquired thrombocytopenia|685
C0154639|Streptococcal meningitis|686
C0154640|Staphylococcal meningitis|687
C0154731|Glossopharyngeal Neuralgia|688
C0155213|Hypertrichosis of eyelid|689
C0155440|Chronic tubotympanic suppurative otitis media|690
C0155626|Acute myocardial infarction|691
C0155749|Arterial embolus and thrombosis|692
C0155804|Acute maxillary sinusitis|693
C0155814|Acute epiglottitis|694
C0155860|Pneumonia due to Pseudomonas|695
C0155862|Streptococcal pneumonia|696
C0155866|Inhalational anthrax|697
C0155877|Allergic asthma|698
C0155880|Intrinsic asthma|699
C0155919|Acute pulmonary edema|700
C0156393|Atrophy of vulva|701
C0156543|Unspecified Abortion|702
C0156677|Eclampsia in pregnancy|703
C0157726|Corns and callus|704
C0157749|Arthropathy associated with infection|705
C0158371|Acute osteomyelitis|706
C0158996|Anemia of prematurity|707
C0162316|Iron deficiency anemia|708
C0162565|Acute intermittent porphyria|709
C0162568|Erythropoietic Protoporphyria|710
C0162627|Skin Diseases, Bacterial|711
C0162810|Cicatrix, Hypertrophic|712
C0162836|Hidradenitis Suppurativa|713
C0175167|Acneiform Eruptions|714
C0175683|Citrullinemia|715
C0178299|Infection of skin AND/OR subcutaneous tissue|716
C0178416|Hypoplastic anemia|717
C0184567|Acute onset pain|718
C0206141|Idiopathic Hypereosinophilic Syndrome|719
C0206178|Cytomegalovirus Retinitis|720
C0206525|Tuberculosis, Drug-Resistant|721
C0206682|Follicular thyroid carcinoma|722
C0220655|Malignant pericardial effusion|723
C0220656|Malignant ascites|724
C0220756|Niemann-Pick Disease, Type C|725
C0220987|Hereditary orotic aciduria|726
C0220989|Acquired partial lipodystrophy|727
C0220994|Hyperammonemia|728
C0221013|Mastocytosis, Systemic|729
C0221023|Cyclic neutropenia|730
C0221032|Familial generalized lipodystrophy|731
C0221154|Paroxysmal hypertension|732
C0221392|Atrophic Vaginitis|733
C0221468|Vitamin D-dependent rickets|734
C0221765|Chronic schizophrenia|735
C0231403|Severe anxiety (panic)|736
C0231528|Myalgia|737
C0232058|Apnea in the newborn|738
C0232849|Bladder pain|739
C0232940|Secondary physiologic amenorrhea|740
C0233485|apprehension|741
C0233494|Tension|742
C0234925|Greasy skin|743
C0234974|Simple Partial Seizures|744
C0234978|Motor cortex epilepsy|745
C0235063|Respiratory Depression|746
C0235238|Cycloplegia|747
C0235267|Redness of eye|748
C0235339|Mouth irritation|749
C0235480|Paroxysmal atrial fibrillation|750
C0235950|Zinc deficiency|751
C0236663|Alcohol withdrawal syndrome|752
C0236780|Mixed bipolar I disorder|753
C0237963|Poisoning by acetaminophen|754
C0237996|anticholinergic toxicity|755
C0238052|Xanthomatosis, Cerebrotendinous|756
C0238080|Toxic effect of cyanide|757
C0238111|Lennox-Gastaut syndrome|758
C0238198|Gastrointestinal Stromal Tumors|759
C0238217|Renal transplant rejection|760
C0238298|Myxedema coma|761
C0238425|Hemoglobin SS disease with crisis|762
C0238452|Thallium poisoning|763
C0238462|Medullary carcinoma of thyroid|764
C0238463|Papillary thyroid carcinoma|765
C0239295|Candidiasis of the esophagus|766
C0241310|Suprapubic pain|767
C0241961|Angiomyolipoma of kidney|768
C0242172|Pelvic Inflammatory Disease|769
C0242350|Erectile dysfunction|770
C0242379|Malignant neoplasm of lung|771
C0242383|Age related macular degeneration|772
C0242422|Parkinsonian Disorders|773
C0242429|Sore Throat|774
C0242459|Simple Pulmonary Eosinophilia|775
C0242855|Congenital atresia of pulmonary valve|776
C0243001|Abdominal Abscess|777
C0243002|Tricuspid Atresia|778
C0259799|Punctate keratitis|779
C0261439|Accidental poisoning by methyl alcohol|780
C0261486|Accidental poisoning by lead and its compounds and fumes|781
C0262399|shoulder bursitis|782
C0262633|Shoulder tendinitis|783
C0263283|Contact dermatitis due to Rhus diversiloba|784
C0264115|Drug-induced osteoporosis|785
C0264515|Pneumonia, Necrotizing|786
C0264716|Chronic heart failure|787
