org_id|name|remap_id
DB00169|Cholecalciferol|91
DB00175|Pravastatin|92
DB00176|Fluvoxamine|93
DB00177|Valsartan|94
DB00178|Ramipril|95
DB00179|Masoprocol|96
DB00180|Flunisolide|97
DB00181|Baclofen|98
DB00182|Amphetamine|99
DB00184|Nicotine|100
DB00186|Lorazepam|101
DB00187|Esmolol|102
DB00188|Bortezomib|103
DB00189|Ethchlorvynol|104
DB00190|Carbidopa|105
DB00191|Phentermine|106
DB00193|Tramadol|107
DB00194|Vidarabine|108
DB00195|Betaxolol|109
DB00196|Fluconazole|110
DB00198|Oseltamivir|111
DB00199|Erythromycin|112
DB00200|Hydroxocobalamin|113
DB00201|Caffeine|114
DB00203|Sildenafil|115
DB00205|Pyrimethamine|116
DB00206|Reserpine|117
DB00207|Azithromycin|118
DB00208|Ticlopidine|119
DB00209|Trospium|120
DB00210|Adapalene|121
DB00211|Midodrine|122
DB00213|Pantoprazole|123
DB00214|Torasemide|124
DB00215|Citalopram|125
DB00216|Eletriptan|126
DB00218|Moxifloxacin|127
DB00220|Nelfinavir|128
DB00222|Glimepiride|129
DB00223|Diflorasone|130
DB00224|Indinavir|131
DB00226|Guanadrel|132
DB00227|Lovastatin|133
DB00230|Pregabalin|134
DB00231|Temazepam|135
DB00232|Methyclothiazide|136
DB00233|Aminosalicylic acid|137
DB00234|Reboxetine|138
DB00235|Milrinone|139
DB00237|Butabarbital|140
DB00238|Nevirapine|141
DB00239|Oxiconazole|142
DB00240|Alclometasone|143
DB00241|Butalbital|144
DB00242|Cladribine|145
DB00243|Ranolazine|146
DB00244|Mesalazine|147
DB00245|Benzatropine|148
DB00246|Ziprasidone|149
DB00248|Cabergoline|150
DB00249|Idoxuridine|151
DB00250|Dapsone|152
DB00251|Terconazole|153
DB00252|Phenytoin|154
DB00253|Medrysone|155
DB00254|Doxycycline|156
DB00257|Clotrimazole|157
DB00258|Calcium acetate|158
DB00259|Sulfanilamide|159
DB00260|Cycloserine|160
DB00261|Anagrelide|161
DB00262|Carmustine|162
DB00263|Sulfisoxazole|163
DB00264|Metoprolol|164
DB00265|Crotamiton|165
DB00266|Dicoumarol|166
DB00268|Ropinirole|167
DB00270|Isradipine|168
DB00273|Topiramate|169
DB00274|Cefmetazole|170
DB00275|Olmesartan|171
DB00277|Theophylline|172
DB00278|Argatroban|173
DB00279|Liothyronine|174
DB00280|Disopyramide|175
DB00281|Lidocaine|176
DB00282|Pamidronic acid|177
DB00283|Clemastine|178
DB00284|Acarbose|179
DB00285|Venlafaxine|180
DB00286|Conjugated estrogens|181
DB00287|Travoprost|182
DB00288|Amcinonide|183
DB00289|Atomoxetine|184
DB00290|Bleomycin|185
DB00291|Chlorambucil|186
DB00295|Morphine|187
DB00297|Bupivacaine|188
DB00299|Penciclovir|189
DB00300|Tenofovir disoproxil|190
DB00302|Tranexamic acid|191
DB00303|Ertapenem|192
DB00305|Mitomycin|193
DB00306|Talbutal|194
DB00307|Bexarotene|195
DB00309|Vindesine|196
DB00310|Chlorthalidone|197
DB00312|Pentobarbital|198
DB00313|Valproic acid|199
DB00314|Capreomycin|200
DB00315|Zolmitriptan|201
DB00316|Acetaminophen|202
DB00317|Gefitinib|203
DB00318|Codeine|204
DB00319|Piperacillin|205
DB00320|Dihydroergotamine|206
DB00321|Amitriptyline|207
DB00322|Floxuridine|208
DB00323|Tolcapone|209
DB00324|Fluorometholone|210
DB00325|Nitroprusside|211
DB00326|Calcium glucoheptonate|212
DB00327|Hydromorphone|213
DB00328|Indomethacin|214
DB00330|Ethambutol|215
DB00331|Metformin|216
DB00332|Ipratropium|217
DB00333|Methadone|218
DB00334|Olanzapine|219
DB00335|Atenolol|220
DB00336|Nitrofural|221
DB00338|Omeprazole|222
DB00339|Pyrazinamide|223
DB00340|Metixene|224
DB00341|Cetirizine|225
DB00343|Diltiazem|226
DB00344|Protriptyline|227
DB00346|Alfuzosin|228
DB00347|Trimethadione|229
DB00348|Nitisinone|230
DB00349|Clobazam|231
DB00350|Minoxidil|232
DB00351|Megestrol acetate|233
DB00352|Tioguanine|234
DB00353|Methylergometrine|235
DB00354|Buclizine|236
DB00355|Aztreonam|237
DB00356|Chlorzoxazone|238
DB00357|Aminoglutethimide|239
DB00358|Mefloquine|240
DB00359|Sulfadiazine|241
DB00360|Sapropterin|242
DB00361|Vinorelbine|243
DB00362|Anidulafungin|244
DB00363|Clozapine|245
DB00364|Sucralfate|246
DB00366|Doxylamine|247
DB00367|Levonorgestrel|248
DB00368|Norepinephrine|249
DB00370|Mirtazapine|250
DB00371|Meprobamate|251
DB00373|Timolol|252
DB00374|Treprostinil|253
DB00375|Colestipol|254
DB00376|Trihexyphenidyl|255
DB00377|Palonosetron|256
DB00379|Mexiletine|257
DB00381|Amlodipine|258
DB00383|Oxyphencyclimine|259
DB00384|Triamterene|260
DB00385|Valrubicin|261
DB00387|Procyclidine|262
DB00388|Phenylephrine|263
DB00389|Carbimazole|264
DB00390|Digoxin|265
DB00391|Sulpiride|266
DB00393|Nimodipine|267
DB00394|Beclomethasone dipropionate|268
DB00395|Carisoprodol|269
DB00396|Progesterone|270
DB00397|Phenylpropanolamine|271
DB00398|Sorafenib|272
DB00399|Zoledronic acid|273
DB00400|Griseofulvin|274
DB00401|Nisoldipine|275
DB00402|Eszopiclone|276
DB00404|Alprazolam|277
DB00405|Dexbrompheniramine|278
DB00406|Gentian violet cation|279
DB00408|Loxapine|280
DB00410|Mupirocin|281
DB00411|Carbamoylcholine|282
DB00413|Pramipexole|283
DB00415|Ampicillin|284
DB00417|Phenoxymethylpenicillin|285
DB00418|Secobarbital|286
DB00419|Miglustat|287
DB00420|Promazine|288
DB00421|Spironolactone|289
DB00422|Methylphenidate|290
DB00423|Methocarbamol|291
DB00424|Hyoscyamine|292
DB00425|Zolpidem|293
DB00426|Famciclovir|294
DB00427|Triprolidine|295
DB00429|Carboprost tromethamine|296
DB00431|Lindane|297
DB00432|Trifluridine|298
DB00433|Prochlorperazine|299
DB00434|Cyproheptadine|300
DB00435|Nitric Oxide|301
DB00436|Bendroflumethiazide|302
DB00437|Allopurinol|303
DB00438|Ceftazidime|304
DB00440|Trimethoprim|305
DB00441|Gemcitabine|306
DB00442|Entecavir|307
DB00443|Betamethasone|308
DB00444|Teniposide|309
DB00445|Epirubicin|310
DB00446|Chloramphenicol|311
DB00448|Lansoprazole|312
DB00449|Dipivefrin|313
DB00451|Levothyroxine|314
DB00454|Meperidine|315
DB00455|Loratadine|316
DB00456|Cefalotin|317
DB00457|Prazosin|318
DB00458|Imipramine|319
DB00459|Acitretin|320
DB00460|Verteporfin|321
DB00461|Nabumetone|322
DB00462|Methscopolamine bromide|323
DB00464|Sodium tetradecyl sulfate|324
DB00465|Ketorolac|325
DB00467|Enoxacin|326
DB00468|Quinine|327
DB00469|Tenoxicam|328
DB00471|Montelukast|329
DB00472|Fluoxetine|330
DB00475|Chlordiazepoxide|331
DB00476|Duloxetine|332
DB00477|Chlorpromazine|333
DB00478|Rimantadine|334
DB00479|Amikacin|335
DB00480|Lenalidomide|336
DB00481|Raloxifene|337
DB00482|Celecoxib|338
DB00484|Brimonidine|339
DB00485|Dicloxacillin|340
DB00488|Altretamine|341
DB00490|Buspirone|342
DB00491|Miglitol|343
DB00492|Fosinopril|344
DB00493|Cefotaxime|345
DB00494|Entacapone|346
DB00495|Zidovudine|347
DB00496|Darifenacin|348
DB00497|Oxycodone|349
DB00499|Flutamide|350
DB00500|Tolmetin|351
DB00501|Cimetidine|352
DB00502|Haloperidol|353
DB00503|Ritonavir|354
DB00507|Nitazoxanide|355
DB00508|Triflupromazine|356
DB00509|Dextrothyroxine|357
DB00512|Vancomycin|358
DB00514|Dextromethorphan|359
DB00515|Cisplatin|360
DB00517|Anisotropine methylbromide|361
DB00518|Albendazole|362
DB00519|Trandolapril|363
DB00520|Caspofungin|364
DB00521|Carteolol|365
DB00524|Metolazone|366
DB00525|Tolnaftate|367
DB00526|Oxaliplatin|368
DB00527|Cinchocaine|369
DB00528|Lercanidipine|370
DB00530|Erlotinib|371
DB00531|Cyclophosphamide|372
DB00535|Cefdinir|373
DB00536|Guanidine|374
DB00537|Ciprofloxacin|375
DB00539|Toremifene|376
DB00540|Nortriptyline|377
DB00541|Vincristine|378
DB00542|Benazepril|379
DB00543|Amoxapine|380
DB00544|Fluorouracil|381
DB00545|Pyridostigmine|382
DB00547|Desoximetasone|383
DB00548|Azelaic acid|384
DB00549|Zafirlukast|385
DB00550|Propylthiouracil|386
DB00551|Acetohydroxamic acid|387
DB00552|Pentostatin|388
DB00553|Methoxsalen|389
DB00554|Piroxicam|390
DB00555|Lamotrigine|391
DB00557|Hydroxyzine|392
DB00558|Zanamivir|393
DB00559|Bosentan|394
DB00560|Tigecycline|395
DB00561|Doxapram|396
DB00563|Methotrexate|397
DB00564|Carbamazepine|398
DB00566|Succimer|399
DB00567|Cephalexin|400
DB00568|Cinnarizine|401
DB00569|Fondaparinux|402
DB00570|Vinblastine|403
DB00571|Propranolol|404
DB00573|Fenoprofen|405
DB00575|Clonidine|406
DB00576|Sulfamethizole|407
DB00577|Valaciclovir|408
DB00578|Carbenicillin|409
DB00579|Mazindol|410
DB00581|Lactulose|411
DB00582|Voriconazole|412
DB00583|Levocarnitine|413
DB00584|Enalapril|414
DB00585|Nizatidine|415
DB00586|Diclofenac|416
DB00588|Fluticasone propionate|417
DB00589|Lisuride|418
DB00590|Doxazosin|419
DB00591|Fluocinolone acetonide|420
DB00592|Piperazine|421
DB00593|Ethosuximide|422
DB00594|Amiloride|423
DB00595|Oxytetracycline|424
DB00596|Ulobetasol|425
DB00598|Labetalol|426
DB00599|Thiopental|427
DB00601|Linezolid|428
DB00602|Ivermectin|429
DB00603|Medroxyprogesterone acetate|430
DB00604|Cisapride|431
DB00605|Sulindac|432
DB00607|Nafcillin|433
DB00608|Chloroquine|434
DB00609|Ethionamide|435
DB00611|Butorphanol|436
DB00612|Bisoprolol|437
DB00615|Rifabutin|438
DB00617|Paramethadione|439
DB00618|Demeclocycline|440
DB00619|Imatinib|441
DB00620|Triamcinolone|442
DB00622|Nicardipine|443
DB00623|Fluphenazine|444
DB00624|Testosterone|445
DB00625|Efavirenz|446
DB00626|Bacitracin|447
DB00627|Niacin|448
DB00628|Clorazepic acid|449
DB00629|Guanabenz|450
DB00630|Alendronic acid|451
DB00631|Clofarabine|452
DB00632|Docosanol|453
DB00634|Sulfacetamide|454
DB00635|Prednisone|455
DB00636|Clofibrate|456
DB00637|Astemizole|457
DB00639|Butoconazole|458
DB00640|Adenosine|459
DB00641|Simvastatin|460
DB00642|Pemetrexed|461
DB00643|Mebendazole|462
DB00644|Gonadorelin|463
DB00645|Dyclonine|464
DB00646|Nystatin|465
DB00647|Dextropropoxyphene|466
DB00648|Mitotane|467
DB00649|Stavudine|468
DB00650|Leucovorin|469
DB00651|Dyphylline|470
DB00652|Pentazocine|471
DB00653|Magnesium sulfate|472
DB00654|Latanoprost|473
DB00655|Estrone|474
DB00656|Trazodone|475
DB00657|Mecamylamine|476
DB00659|Acamprosate|477
DB00660|Metaxalone|478
DB00661|Verapamil|479
DB00662|Trimethobenzamide|480
DB00663|Flumethasone|481
DB00665|Nilutamide|482
DB00666|Nafarelin|483
DB00668|Epinephrine|484
DB00669|Sumatriptan|485
DB00670|Pirenzepine|486
DB00671|Cefixime|487
DB00672|Chlorpropamide|488
DB00673|Aprepitant|489
DB00674|Galantamine|490
DB00675|Tamoxifen|491
DB00678|Losartan|492
DB00679|Thioridazine|493
DB00680|Moricizine|494
DB00681|Amphotericin B|495
DB00682|Warfarin|496
DB00683|Midazolam|497
DB00684|Tobramycin|498
DB00685|Trovafloxacin|499
DB00686|Pentosan polysulfate|500
DB00687|Fludrocortisone|501
DB00690|Flurazepam|502
DB00691|Moexipril|503
DB00692|Phentolamine|504
DB00694|Daunorubicin|505
DB00695|Furosemide|506
DB00696|Ergotamine|507
DB00697|Tizanidine|508
DB00698|Nitrofurantoin|509
DB00700|Eplerenone|510
DB00701|Amprenavir|511
DB00703|Methazolamide|512
DB00704|Naltrexone|513
DB00705|Delavirdine|514
DB00706|Tamsulosin|515
DB00707|Porfimer sodium|516
DB00708|Sufentanil|517
DB00709|Lamivudine|518
DB00710|Ibandronate|519
DB00711|Diethylcarbamazine|520
DB00712|Flurbiprofen|521
DB00713|Oxacillin|522
DB00714|Apomorphine|523
DB00715|Paroxetine|524
DB00716|Nedocromil|525
DB00717|Norethisterone|526
DB00718|Adefovir dipivoxil|527
DB00719|Azatadine|528
DB00722|Lisinopril|529
DB00723|Methoxamine|530
DB00724|Imiquimod|531
DB00725|Homatropine methylbromide|532
DB00726|Trimipramine|533
DB00727|Nitroglycerin|534
DB00730|Thiabendazole|535
DB00731|Nateglinide|536
DB00733|Pralidoxime|537
DB00734|Risperidone|538
DB00735|Naftifine|539
DB00736|Esomeprazole|540
DB00737|Meclizine|541
DB00738|Pentamidine|542
DB00740|Riluzole|543
DB00741|Hydrocortisone|544
DB00742|Mannitol|545
DB00744|Zileuton|546
DB00745|Modafinil|547
DB00746|Deferoxamine|548
DB00747|Scopolamine|549
DB00748|Carbinoxamine|550
DB00749|Etodolac|551
DB00750|Prilocaine|552
DB00751|Epinastine|553
DB00752|Tranylcypromine|554
DB00754|Ethotoin|555
DB00755|Tretinoin|556
DB00757|Dolasetron|557
DB00758|Clopidogrel|558
DB00759|Tetracycline|559
DB00760|Meropenem|560
DB00761|Potassium chloride|561
DB00762|Irinotecan|562
DB00763|Methimazole|563
DB00764|Mometasone|564
DB00765|Metyrosine|565
DB00766|Clavulanic acid|566
DB00768|Olopatadine|567
DB00770|Alprostadil|568
DB00771|Clidinium|569
DB00772|Malathion|570
DB00773|Etoposide|571
DB00774|Hydroflumethiazide|572
DB00775|Tirofiban|573
DB00776|Oxcarbazepine|574
DB00780|Phenelzine|575
DB00781|Polymyxin B|576
DB00782|Propantheline|577
DB00783|Estradiol|578
DB00784|Mefenamic acid|579
DB00787|Acyclovir|580
DB00788|Naproxen|581
DB00790|Perindopril|582
DB00791|Uracil mustard|583
DB00792|Tripelennamine|584
DB00793|Haloprogin|585
DB00794|Primidone|586
DB00795|Sulfasalazine|587
DB00796|Candesartan cilexetil|588
DB00797|Tolazoline|589
DB00798|Gentamicin|590
DB00799|Tazarotene|591
DB00800|Fenoldopam|592
DB00801|Halazepam|593
DB00803|Colistin|594
DB00804|Dicyclomine|595
DB00806|Pentoxifylline|596
DB00808|Indapamide|597
DB00809|Tropicamide|598
DB00810|Biperiden|599
DB00811|Ribavirin|600
DB00813|Fentanyl|601
DB00814|Meloxicam|602
DB00816|Orciprenaline|603
DB00819|Acetazolamide|604
DB00820|Tadalafil|605
DB00822|Disulfiram|606
DB00825|Levomenthol|607
DB00826|Natamycin|608
DB00827|Cinoxacin|609
DB00828|Fosfomycin|610
DB00829|Diazepam|611
DB00830|Phenmetrazine|612
DB00831|Trifluoperazine|613
DB00832|Phensuximide|614
DB00833|Cefaclor|615
DB00834|Mifepristone|616
DB00835|Brompheniramine|617
DB00836|Loperamide|618
DB00838|Clocortolone|619
DB00839|Tolazamide|620
DB00841|Dobutamine|621
DB00842|Oxazepam|622
DB00843|Donepezil|623
DB00844|Nalbuphine|624
DB00845|Clofazimine|625
DB00846|Flurandrenolide|626
DB00847|Cysteamine|627
DB00849|Methylphenobarbital|628
DB00850|Perphenazine|629
DB00851|Dacarbazine|630
DB00852|Pseudoephedrine|631
DB00853|Temozolomide|632
DB00854|Levorphanol|633
DB00855|Aminolevulinic acid|634
DB00856|Chlorphenesin|635
DB00857|Terbinafine|636
DB00858|Drostanolone|637
DB00859|Penicillamine|638
DB00860|Prednisolone|639
DB00861|Diflunisal|640
DB00862|Vardenafil|641
DB00863|Ranitidine|642
DB00864|Tacrolimus|643
DB00865|Benzphetamine|644
DB00867|Ritodrine|645
DB00868|Benzonatate|646
DB00869|Dorzolamide|647
DB00871|Terbutaline|648
DB00872|Conivaptan|649
DB00873|Loteprednol|650
DB00874|Guaifenesin|651
DB00875|Flupentixol|652
DB00876|Eprosartan|653
DB00877|Sirolimus|654
DB00878|Chlorhexidine|655
DB00879|Emtricitabine|656
DB00880|Chlorothiazide|657
DB00881|Quinapril|658
DB00882|Clomifene|659
DB00883|Isosorbide dinitrate|660
DB00884|Risedronic acid|661
DB00885|Pemirolast|662
DB00887|Bumetanide|663
DB00888|Mechlorethamine|664
DB00889|Granisetron|665
DB00890|Dienestrol|666
DB00891|Sulfapyridine|667
DB00894|Testolactone|668
DB00896|Rimexolone|669
DB00897|Triazolam|670
DB00899|Remifentanil|671
DB00900|Didanosine|672
DB00902|Methdilazine|673
DB00903|Etacrynic acid|674
DB00904|Ondansetron|675
DB00905|Bimatoprost|676
DB00906|Tiagabine|677
DB00908|Quinidine|678
DB00911|Tinidazole|679
DB00912|Repaglinide|680
DB00915|Amantadine|681
DB00916|Metronidazole|682
DB00917|Dinoprostone|683
DB00918|Almotriptan|684
DB00919|Spectinomycin|685
DB00920|Ketotifen|686
DB00921|Buprenorphine|687
DB00922|Levosimendan|688
DB00924|Cyclobenzaprine|689
DB00925|Phenoxybenzamine|690
DB00927|Famotidine|691
DB00929|Misoprostol|692
DB00930|Colesevelam|693
DB00931|Metacycline|694
DB00932|Tipranavir|695
DB00933|Mesoridazine|696
DB00934|Maprotiline|697
DB00935|Oxymetazoline|698
DB00936|Salicylic acid|699
DB00937|Diethylpropion|700
DB00938|Salmeterol|701
DB00939|Meclofenamic acid|702
DB00940|Methantheline|703
DB00942|Cycrimine|704
DB00943|Zalcitabine|705
DB00945|Acetylsalicylic acid|706
DB00946|Phenprocoumon|707
DB00948|Mezlocillin|708
DB00949|Felbamate|709
DB00950|Fexofenadine|710
DB00951|Isoniazid|711
DB00952|Naratriptan|712
DB00953|Rizatriptan|713
DB00954|Dirithromycin|714
DB00956|Hydrocodone|715
DB00957|Norgestimate|716
DB00958|Carboplatin|717
DB00959|Methylprednisolone|718
DB00960|Pindolol|719
DB00962|Zaleplon|720
DB00963|Bromfenac|721
DB00964|Apraclonidine|722
DB00966|Telmisartan|723
DB00967|Desloratadine|724
DB00968|Methyldopa|725
DB00969|Alosetron|726
DB00970|Dactinomycin|727
DB00971|Selenium Sulfide|728
DB00972|Azelastine|729
DB00973|Ezetimibe|730
DB00974|Edetic acid|731
DB00975|Dipyridamole|732
DB00976|Telithromycin|733
DB00977|Ethinylestradiol|734
DB00978|Lomefloxacin|735
DB00979|Cyclopentolate|736
DB00980|Ramelteon|737
DB00981|Physostigmine|738
DB00982|Isotretinoin|739
DB00983|Formoterol|740
DB00985|Dimenhydrinate|741
DB00986|Glycopyrronium|742
DB00987|Cytarabine|743
DB00988|Dopamine|744
DB00989|Rivastigmine|745
DB00991|Oxaprozin|746
DB00993|Azathioprine|747
DB00994|Neomycin|748
DB00995|Auranofin|749
DB00996|Gabapentin|750
DB00997|Doxorubicin|751
DB00998|Frovatriptan|752
DB00999|Hydrochlorothiazide|753
DB01000|Cyclacillin|754
DB01001|Salbutamol|755
DB01003|Cromoglicic acid|756
DB01004|Ganciclovir|757
DB01005|Hydroxyurea|758
DB01007|Tioconazole|759
DB01008|Busulfan|760
DB01009|Ketoprofen|761
DB01013|Clobetasol propionate|762
DB01014|Balsalazide|763
DB01015|Sulfamethoxazole|764
DB01016|Glyburide|765
DB01017|Minocycline|766
DB01018|Guanfacine|767
DB01019|Bethanechol|768
DB01020|Isosorbide mononitrate|769
DB01021|Trichlormethiazide|770
DB01022|Phylloquinone|771
DB01023|Felodipine|772
DB01025|Amlexanox|773
DB01026|Ketoconazole|774
DB01029|Irbesartan|775
DB01030|Topotecan|776
DB01031|Ethinamate|777
DB01032|Probenecid|778
DB01033|Mercaptopurine|779
DB01036|Tolterodine|780
DB01037|Selegiline|781
DB01039|Fenofibrate|782
DB01041|Thalidomide|783
DB01042|Melphalan|784
DB01044|Gatifloxacin|785
DB01045|Rifampicin|786
DB01046|Lubiprostone|787
DB01047|Fluocinonide|788
DB01048|Abacavir|789
DB01049|Ergoloid mesylate|790
DB01050|Ibuprofen|791
DB01053|Benzylpenicillin|792
DB01056|Tocainide|793
DB01057|Echothiophate|794
DB01058|Praziquantel|795
DB01059|Norfloxacin|796
DB01060|Amoxicillin|797
DB01061|Azlocillin|798
DB01062|Oxybutynin|799
DB01063|Acetophenazine|800
DB01064|Isoprenaline|801
DB01065|Melatonin|802
DB01066|Cefditoren|803
DB01067|Glipizide|804
DB01068|Clonazepam|805
DB01069|Promethazine|806
DB01070|Dihydrotachysterol|807
DB01072|Atazanavir|808
DB01075|Diphenhydramine|809
DB01076|Atorvastatin|810
DB01077|Etidronic acid|811
DB01080|Vigabatrin|812
DB01081|Diphenoxylate|813
DB01082|Streptomycin|814
DB01083|Orlistat|815
DB01084|Emedastine|816
DB01085|Pilocarpine|817
DB01086|Benzocaine|818
DB01087|Primaquine|819
DB01088|Iloprost|820
DB01091|Butenafine|821
DB01093|Dimethyl sulfoxide|822
DB01095|Fluvastatin|823
DB01096|Oxamniquine|824
DB01097|Leflunomide|825
DB01098|Rosuvastatin|826
DB01100|Pimozide|827
DB01101|Capecitabine|828
DB01103|Quinacrine|829
DB01104|Sertraline|830
DB01105|Sibutramine|831
DB01106|Levocabastine|832
DB01107|Methyprylon|833
DB01108|Trilostane|834
DB01109|Heparin|835
DB01110|Miconazole|836
DB01111|Colistimethate|837
DB01112|Cefuroxime|838
DB01113|Papaverine|839
DB01114|Chlorpheniramine|840
DB01115|Nifedipine|841
DB01116|Trimethaphan|842
DB01117|Atovaquone|843
DB01118|Amiodarone|844
DB01119|Diazoxide|845
DB01120|Gliclazide|846
DB01121|Phenacemide|847
DB01122|Ambenonium|848
DB01124|Tolbutamide|849
DB01126|Dutasteride|850
DB01127|Econazole|851
DB01128|Bicalutamide|852
DB01129|Rabeprazole|853
DB01130|Prednicarbate|854
DB01131|Proguanil|855
DB01132|Pioglitazone|856
DB01133|Tiludronic acid|857
DB01136|Carvedilol|858
DB01137|Levofloxacin|859
DB01138|Sulfinpyrazone|860
DB01139|Cefapirin|861
DB01140|Cefadroxil|862
DB01141|Micafungin|863
DB01142|Doxepin|864
DB01144|Diclofenamide|865
DB01146|Diphenylpyraline|866
DB01147|Cloxacillin|867
DB01148|Flavoxate|868
DB01149|Nefazodone|869
DB01150|Cefprozil|870
DB01151|Desipramine|871
DB01153|Sertaconazole|872
DB01155|Gemifloxacin|873
DB01156|Bupropion|874
DB01158|Bretylium|875
DB01160|Dinoprost tromethamine|876
DB01162|Terazosin|877
DB01164|Calcium chloride|878
DB01165|Ofloxacin|879
DB01166|Cilostazol|880
DB01167|Itraconazole|881
DB01168|Procarbazine|882
DB01169|Arsenic trioxide|883
DB01170|Guanethidine|884
DB01171|Moclobemide|885
DB01172|Kanamycin|886
DB01173|Orphenadrine|887
DB01174|Phenobarbital|888
DB01175|Escitalopram|889
DB01176|Cyclizine|890
DB01177|Idarubicin|891
DB01178|Chlormezanone|892
DB01179|Podofilox|893
DB01181|Ifosfamide|894
DB01182|Propafenone|895
DB01183|Naloxone|896
DB01184|Domperidone|897
DB01185|Fluoxymesterone|898
DB01186|Pergolide|899
DB01188|Ciclopirox|900
DB01190|Clindamycin|901
DB01191|Dexfenfluramine|902
DB01192|Oxymorphone|903
DB01193|Acebutolol|904
DB01194|Brinzolamide|905
DB01195|Flecainide|906
DB01196|Estramustine|907
DB01197|Captopril|908
DB01198|Zopiclone|909
DB01200|Bromocriptine|910
DB01201|Rifapentine|911
DB01202|Levetiracetam|912
DB01203|Nadolol|913
DB01204|Mitoxantrone|914
DB01206|Lomustine|915
DB01208|Sparfloxacin|916
DB01209|Dezocine|917
DB01210|Levobunolol|918
DB01211|Clarithromycin|919
DB01212|Ceftriaxone|920
DB01213|Fomepizole|921
DB01214|Metipranolol|922
DB01216|Finasteride|923
DB01217|Anastrozole|924
DB01218|Halofantrine|925
DB01219|Dantrolene|926
DB01220|Rifaximin|927
DB01222|Budesonide|928
DB01223|Aminophylline|929
DB01224|Quetiapine|930
DB01225|Enoxaparin|931
DB01227|Levacetylmethadol|932
DB01228|Encainide|933
DB01229|Paclitaxel|934
DB01231|Diphenidol|935
DB01232|Saquinavir|936
DB01233|Metoclopramide|937
DB01234|Dexamethasone|938
DB01235|Levodopa|939
DB01237|Bromodiphenhydramine|940
DB01238|Aripiprazole|941
DB01239|Chlorprothixene|942
DB01240|Epoprostenol|943
DB01241|Gemfibrozil|944
DB01242|Clomipramine|945
DB01243|Chloroxine|946
DB01244|Bepridil|947
DB01246|Alimemazine|948
DB01247|Isocarboxazid|949
DB01248|Docetaxel|950
DB01250|Olsalazine|951
DB01251|Gliquidone|952
DB01252|Mitiglinide|953
DB01253|Ergometrine|954
DB01254|Dasatinib|955
DB01255|Lisdexamfetamine|956
DB01256|Retapamulin|957
DB01257|Eculizumab|958
DB01260|Desonide|959
DB01261|Sitagliptin|960
DB01262|Decitabine|961
DB01263|Posaconazole|962
DB01264|Darunavir|963
DB01265|Telbivudine|964
